row_count,field_count,field_name_values,issuedate_min,issuedate_max,new_class_unique_count,new_class_unique_values,new_type_unique_count,new_type_unique_values,usetype_unique_count,usetype_values,units_unique_count,units_unique_values,value_unique_count,value_unique_values,sqft_unique_count,sqft_unique_values,nbrhood_unique_count,nbrhood_unique_values
,,,,,,,,,,,,,,293987,,,,
,,,,,,,,,,,,,,294025,,,,
,,,,,,,,,,,,,,294068,,,,
,,,,,,,,,,,,,,294077,,,,
,,,,,,,,,,,,,,294089,,,,
,,,,,,,,,,,,,,294094,,,,
,,,,,,,,,,,,,,294113,,,,
,,,,,,,,,,,,,,294136,,,,
,,,,,,,,,,,,,,294144,,,,
,,,,,,,,,,,,,,294159,,,,
,,,,,,,,,,,,,,294259,,,,
,,,,,,,,,,,,,,294285,,,,
,,,,,,,,,,,,,,294332,,,,
,,,,,,,,,,,,,,294360,,,,
,,,,,,,,,,,,,,294374,,,,
,,,,,,,,,,,,,,294436,,,,
,,,,,,,,,,,,,,294526,,,,
,,,,,,,,,,,,,,294542,,,,
,,,,,,,,,,,,,,294543,,,,
,,,,,,,,,,,,,,294550,,,,
,,,,,,,,,,,,,,294557,,,,
,,,,,,,,,,,,,,294573,,,,
,,,,,,,,,,,,,,294606,,,,
,,,,,,,,,,,,,,294644,,,,
,,,,,,,,,,,,,,294646,,,,
,,,,,,,,,,,,,,294796,,,,
,,,,,,,,,,,,,,294847,,,,
,,,,,,,,,,,,,,294873,,,,
,,,,,,,,,,,,,,294925,,,,
,,,,,,,,,,,,,,294979,,,,
,,,,,,,,,,,,,,294982,,,,
,,,,,,,,,,,,,,295000,,,,
,,,,,,,,,,,,,,295015,,,,
,,,,,,,,,,,,,,295043,,,,
,,,,,,,,,,,,,,295048,,,,
,,,,,,,,,,,,,,295066,,,,
,,,,,,,,,,,,,,295180,,,,
,,,,,,,,,,,,,,295193,,,,
,,,,,,,,,,,,,,295200,,,,
,,,,,,,,,,,,,,295298,,,,
,,,,,,,,,,,,,,295408,,,,
,,,,,,,,,,,,,,295441,,,,
,,,,,,,,,,,,,,295505,,,,
,,,,,,,,,,,,,,295513,,,,
,,,,,,,,,,,,,,295517,,,,
,,,,,,,,,,,,,,295543,,,,
,,,,,,,,,,,,,,295550,,,,
,,,,,,,,,,,,,,295728,,,,
,,,,,,,,,,,,,,295856,,,,
,,,,,,,,,,,,,,295866,,,,
,,,,,,,,,,,,,,295867,,,,
,,,,,,,,,,,,,,295879,,,,
,,,,,,,,,,,,,,295933,,,,
,,,,,,,,,,,,,,296000,,,,
,,,,,,,,,,,,,,296142,,,,
,,,,,,,,,,,,,,296207,,,,
,,,,,,,,,,,,,,296211,,,,
,,,,,,,,,,,,,,296237,,,,
,,,,,,,,,,,,,,296244,,,,
,,,,,,,,,,,,,,296249,,,,
,,,,,,,,,,,,,,296325,,,,
,,,,,,,,,,,,,,296381,,,,
,,,,,,,,,,,,,,296397,,,,
,,,,,,,,,,,,,,296460,,,,
,,,,,,,,,,,,,,296472,,,,
,,,,,,,,,,,,,,296493,,,,
,,,,,,,,,,,,,,296508,,,,
,,,,,,,,,,,,,,296520,,,,
,,,,,,,,,,,,,,296545,,,,
,,,,,,,,,,,,,,296554,,,,
,,,,,,,,,,,,,,296561,,,,
,,,,,,,,,,,,,,296606,,,,
,,,,,,,,,,,,,,296610,,,,
,,,,,,,,,,,,,,296616,,,,
,,,,,,,,,,,,,,296625,,,,
,,,,,,,,,,,,,,296672,,,,
,,,,,,,,,,,,,,296698,,,,
,,,,,,,,,,,,,,296765,,,,
,,,,,,,,,,,,,,296884,,,,
,,,,,,,,,,,,,,296917,,,,
,,,,,,,,,,,,,,297045,,,,
,,,,,,,,,,,,,,297059,,,,
,,,,,,,,,,,,,,297236,,,,
,,,,,,,,,,,,,,297237,,,,
,,,,,,,,,,,,,,297241,,,,
,,,,,,,,,,,,,,297242,,,,
,,,,,,,,,,,,,,297266,,,,
,,,,,,,,,,,,,,297290,,,,
,,,,,,,,,,,,,,297394,,,,
,,,,,,,,,,,,,,297463,,,,
,,,,,,,,,,,,,,297473,,,,
,,,,,,,,,,,,,,297522,,,,
,,,,,,,,,,,,,,297554,,,,
,,,,,,,,,,,,,,297569,,,,
,,,,,,,,,,,,,,297575,,,,
,,,,,,,,,,,,,,297604,,,,
,,,,,,,,,,,,,,297827,,,,
,,,,,,,,,,,,,,297905,,,,
,,,,,,,,,,,,,,297925,,,,
,,,,,,,,,,,,,,297964,,,,
,,,,,,,,,,,,,,297979,,,,
,,,,,,,,,,,,,,298000,,,,
,,,,,,,,,,,,,,298025,,,,
,,,,,,,,,,,,,,298036,,,,
,,,,,,,,,,,,,,298098,,,,
,,,,,,,,,,,,,,298180,,,,
,,,,,,,,,,,,,,298199,,,,
,,,,,,,,,,,,,,298206,,,,
,,,,,,,,,,,,,,298310,,,,
,,,,,,,,,,,,,,298430,,,,
,,,,,,,,,,,,,,298468,,,,
,,,,,,,,,,,,,,298519,,,,
,,,,,,,,,,,,,,298637,,,,
,,,,,,,,,,,,,,298648,,,,
,,,,,,,,,,,,,,298695,,,,
,,,,,,,,,,,,,,298930,,,,
,,,,,,,,,,,,,,299097,,,,
,,,,,,,,,,,,,,299114,,,,
,,,,,,,,,,,,,,299191,,,,
,,,,,,,,,,,,,,299213,,,,
,,,,,,,,,,,,,,299222,,,,
,,,,,,,,,,,,,,299261,,,,
,,,,,,,,,,,,,,299299,,,,
,,,,,,,,,,,,,,299323,,,,
,,,,,,,,,,,,,,299360,,,,
,,,,,,,,,,,,,,299377,,,,
,,,,,,,,,,,,,,299380,,,,
,,,,,,,,,,,,,,299467,,,,
,,,,,,,,,,,,,,299468,,,,
,,,,,,,,,,,,,,299473,,,,
,,,,,,,,,,,,,,299478,,,,
,,,,,,,,,,,,,,299585,,,,
,,,,,,,,,,,,,,299604,,,,
,,,,,,,,,,,,,,299645,,,,
,,,,,,,,,,,,,,299700,,,,
,,,,,,,,,,,,,,299734,,,,
,,,,,,,,,,,,,,299758,,,,
,,,,,,,,,,,,,,299795,,,,
,,,,,,,,,,,,,,299840,,,,
,,,,,,,,,,,,,,299937,,,,
,,,,,,,,,,,,,,299998,,,,
,,,,,,,,,,,,,,300000,,,,
,,,,,,,,,,,,,,300013,,,,
,,,,,,,,,,,,,,300042,,,,
,,,,,,,,,,,,,,300119,,,,
,,,,,,,,,,,,,,300145,,,,
,,,,,,,,,,,,,,300169,,,,
,,,,,,,,,,,,,,300182,,,,
,,,,,,,,,,,,,,300401,,,,
,,,,,,,,,,,,,,300478,,,,
,,,,,,,,,,,,,,300479,,,,
,,,,,,,,,,,,,,300594,,,,
,,,,,,,,,,,,,,300595,,,,
,,,,,,,,,,,,,,300609,,,,
,,,,,,,,,,,,,,300616,,,,
,,,,,,,,,,,,,,300717,,,,
,,,,,,,,,,,,,,300759,,,,
,,,,,,,,,,,,,,300878,,,,
,,,,,,,,,,,,,,300981,,,,
,,,,,,,,,,,,,,301128,,,,
,,,,,,,,,,,,,,301204,,,,
,,,,,,,,,,,,,,301217,,,,
,,,,,,,,,,,,,,301325,,,,
,,,,,,,,,,,,,,301342,,,,
,,,,,,,,,,,,,,301368,,,,
,,,,,,,,,,,,,,301414,,,,
,,,,,,,,,,,,,,301471,,,,
,,,,,,,,,,,,,,301526,,,,
,,,,,,,,,,,,,,301537,,,,
,,,,,,,,,,,,,,301560,,,,
,,,,,,,,,,,,,,301596,,,,
,,,,,,,,,,,,,,301608,,,,
,,,,,,,,,,,,,,301794,,,,
,,,,,,,,,,,,,,301895,,,,
,,,,,,,,,,,,,,301944,,,,
,,,,,,,,,,,,,,302000,,,,
,,,,,,,,,,,,,,302094,,,,
,,,,,,,,,,,,,,302155,,,,
,,,,,,,,,,,,,,302215,,,,
,,,,,,,,,,,,,,302233,,,,
,,,,,,,,,,,,,,302244,,,,
,,,,,,,,,,,,,,302284,,,,
,,,,,,,,,,,,,,302290,,,,
,,,,,,,,,,,,,,302349,,,,
,,,,,,,,,,,,,,302413,,,,
,,,,,,,,,,,,,,302716,,,,
,,,,,,,,,,,,,,302802,,,,
,,,,,,,,,,,,,,302858,,,,
,,,,,,,,,,,,,,302938,,,,
,,,,,,,,,,,,,,303006,,,,
,,,,,,,,,,,,,,303047,,,,
,,,,,,,,,,,,,,303048,,,,
,,,,,,,,,,,,,,303078,,,,
,,,,,,,,,,,,,,303085,,,,
,,,,,,,,,,,,,,303156,,,,
,,,,,,,,,,,,,,303180,,,,
,,,,,,,,,,,,,,303239,,,,
,,,,,,,,,,,,,,303250,,,,
,,,,,,,,,,,,,,303268,,,,
,,,,,,,,,,,,,,303278,,,,
,,,,,,,,,,,,,,303302,,,,
,,,,,,,,,,,,,,303346,,,,
,,,,,,,,,,,,,,303358,,,,
,,,,,,,,,,,,,,303371,,,,
,,,,,,,,,,,,,,303509,,,,
,,,,,,,,,,,,,,303564,,,,
,,,,,,,,,,,,,,303597,,,,
,,,,,,,,,,,,,,303644,,,,
,,,,,,,,,,,,,,303654,,,,
,,,,,,,,,,,,,,303690,,,,
,,,,,,,,,,,,,,303825,,,,
,,,,,,,,,,,,,,303862,,,,
,,,,,,,,,,,,,,303872,,,,
,,,,,,,,,,,,,,303922,,,,
,,,,,,,,,,,,,,303940,,,,
,,,,,,,,,,,,,,303967,,,,
,,,,,,,,,,,,,,303990,,,,
,,,,,,,,,,,,,,304051,,,,
,,,,,,,,,,,,,,304086,,,,
,,,,,,,,,,,,,,304172,,,,
,,,,,,,,,,,,,,304176,,,,
,,,,,,,,,,,,,,304185,,,,
,,,,,,,,,,,,,,304212,,,,
,,,,,,,,,,,,,,304243,,,,
,,,,,,,,,,,,,,304255,,,,
,,,,,,,,,,,,,,304283,,,,
,,,,,,,,,,,,,,304294,,,,
,,,,,,,,,,,,,,304358,,,,
,,,,,,,,,,,,,,304376,,,,
,,,,,,,,,,,,,,304400,,,,
,,,,,,,,,,,,,,304428,,,,
,,,,,,,,,,,,,,304461,,,,
,,,,,,,,,,,,,,304547,,,,
,,,,,,,,,,,,,,304581,,,,
,,,,,,,,,,,,,,304631,,,,
,,,,,,,,,,,,,,304635,,,,
,,,,,,,,,,,,,,304757,,,,
,,,,,,,,,,,,,,304783,,,,
,,,,,,,,,,,,,,304791,,,,
,,,,,,,,,,,,,,304797,,,,
,,,,,,,,,,,,,,304913,,,,
,,,,,,,,,,,,,,304974,,,,
,,,,,,,,,,,,,,305020,,,,
,,,,,,,,,,,,,,305081,,,,
,,,,,,,,,,,,,,305085,,,,
,,,,,,,,,,,,,,305096,,,,
,,,,,,,,,,,,,,305109,,,,
,,,,,,,,,,,,,,305272,,,,
,,,,,,,,,,,,,,305290,,,,
,,,,,,,,,,,,,,305303,,,,
,,,,,,,,,,,,,,305404,,,,
,,,,,,,,,,,,,,305441,,,,
,,,,,,,,,,,,,,305480,,,,
,,,,,,,,,,,,,,305487,,,,
,,,,,,,,,,,,,,305538,,,,
,,,,,,,,,,,,,,305688,,,,
,,,,,,,,,,,,,,305790,,,,
,,,,,,,,,,,,,,305811,,,,
,,,,,,,,,,,,,,305845,,,,
,,,,,,,,,,,,,,305856,,,,
,,,,,,,,,,,,,,305858,,,,
,,,,,,,,,,,,,,305902,,,,
,,,,,,,,,,,,,,305914,,,,
,,,,,,,,,,,,,,305943,,,,
,,,,,,,,,,,,,,305968,,,,
,,,,,,,,,,,,,,306030,,,,
,,,,,,,,,,,,,,306098,,,,
,,,,,,,,,,,,,,306142,,,,
,,,,,,,,,,,,,,306164,,,,
,,,,,,,,,,,,,,306350,,,,
,,,,,,,,,,,,,,306352,,,,
,,,,,,,,,,,,,,306355,,,,
,,,,,,,,,,,,,,306540,,,,
,,,,,,,,,,,,,,306570,,,,
,,,,,,,,,,,,,,306607,,,,
,,,,,,,,,,,,,,306628,,,,
,,,,,,,,,,,,,,306772,,,,
,,,,,,,,,,,,,,306817,,,,
,,,,,,,,,,,,,,306841,,,,
,,,,,,,,,,,,,,306922,,,,
,,,,,,,,,,,,,,306932,,,,
,,,,,,,,,,,,,,306985,,,,
,,,,,,,,,,,,,,307109,,,,
,,,,,,,,,,,,,,307111,,,,
,,,,,,,,,,,,,,307197,,,,
,,,,,,,,,,,,,,307202,,,,
,,,,,,,,,,,,,,307214,,,,
,,,,,,,,,,,,,,307269,,,,
,,,,,,,,,,,,,,307299,,,,
,,,,,,,,,,,,,,307422,,,,
,,,,,,,,,,,,,,307453,,,,
,,,,,,,,,,,,,,307481,,,,
,,,,,,,,,,,,,,307547,,,,
,,,,,,,,,,,,,,307672,,,,
,,,,,,,,,,,,,,307692,,,,
,,,,,,,,,,,,,,307703,,,,
,,,,,,,,,,,,,,307731,,,,
,,,,,,,,,,,,,,307844,,,,
,,,,,,,,,,,,,,307893,,,,
,,,,,,,,,,,,,,307902,,,,
,,,,,,,,,,,,,,308047,,,,
,,,,,,,,,,,,,,308128,,,,
,,,,,,,,,,,,,,308132,,,,
,,,,,,,,,,,,,,308141,,,,
,,,,,,,,,,,,,,308147,,,,
,,,,,,,,,,,,,,308175,,,,
,,,,,,,,,,,,,,308216,,,,
,,,,,,,,,,,,,,308237,,,,
,,,,,,,,,,,,,,308264,,,,
,,,,,,,,,,,,,,308277,,,,
,,,,,,,,,,,,,,308299,,,,
,,,,,,,,,,,,,,308371,,,,
,,,,,,,,,,,,,,308378,,,,
,,,,,,,,,,,,,,308484,,,,
,,,,,,,,,,,,,,308883,,,,
,,,,,,,,,,,,,,309008,,,,
,,,,,,,,,,,,,,309087,,,,
,,,,,,,,,,,,,,309097,,,,
,,,,,,,,,,,,,,309147,,,,
,,,,,,,,,,,,,,309185,,,,
,,,,,,,,,,,,,,309193,,,,
,,,,,,,,,,,,,,309203,,,,
,,,,,,,,,,,,,,309296,,,,
,,,,,,,,,,,,,,309306,,,,
,,,,,,,,,,,,,,309365,,,,
,,,,,,,,,,,,,,309404,,,,
,,,,,,,,,,,,,,309434,,,,
,,,,,,,,,,,,,,309509,,,,
,,,,,,,,,,,,,,309519,,,,
,,,,,,,,,,,,,,309540,,,,
,,,,,,,,,,,,,,309613,,,,
,,,,,,,,,,,,,,309640,,,,
,,,,,,,,,,,,,,309725,,,,
,,,,,,,,,,,,,,309740,,,,
,,,,,,,,,,,,,,309793,,,,
,,,,,,,,,,,,,,310000,,,,
,,,,,,,,,,,,,,310009,,,,
,,,,,,,,,,,,,,310028,,,,
,,,,,,,,,,,,,,310069,,,,
,,,,,,,,,,,,,,310122,,,,
,,,,,,,,,,,,,,310246,,,,
,,,,,,,,,,,,,,310273,,,,
,,,,,,,,,,,,,,310305,,,,
,,,,,,,,,,,,,,310309,,,,
,,,,,,,,,,,,,,310449,,,,
,,,,,,,,,,,,,,310532,,,,
,,,,,,,,,,,,,,310579,,,,
,,,,,,,,,,,,,,310585,,,,
,,,,,,,,,,,,,,310601,,,,
,,,,,,,,,,,,,,310630,,,,
,,,,,,,,,,,,,,310659,,,,
,,,,,,,,,,,,,,310671,,,,
,,,,,,,,,,,,,,310675,,,,
,,,,,,,,,,,,,,310676,,,,
,,,,,,,,,,,,,,310708,,,,
,,,,,,,,,,,,,,310735,,,,
,,,,,,,,,,,,,,310826,,,,
,,,,,,,,,,,,,,310839,,,,
,,,,,,,,,,,,,,310951,,,,
,,,,,,,,,,,,,,311128,,,,
,,,,,,,,,,,,,,311179,,,,
,,,,,,,,,,,,,,311231,,,,
,,,,,,,,,,,,,,311432,,,,
,,,,,,,,,,,,,,311465,,,,
,,,,,,,,,,,,,,311537,,,,
,,,,,,,,,,,,,,311578,,,,
,,,,,,,,,,,,,,311600,,,,
,,,,,,,,,,,,,,311639,,,,
,,,,,,,,,,,,,,311684,,,,
,,,,,,,,,,,,,,311703,,,,
,,,,,,,,,,,,,,311760,,,,
,,,,,,,,,,,,,,311774,,,,
,,,,,,,,,,,,,,311853,,,,
,,,,,,,,,,,,,,312188,,,,
,,,,,,,,,,,,,,312235,,,,
,,,,,,,,,,,,,,312277,,,,
,,,,,,,,,,,,,,312280,,,,
,,,,,,,,,,,,,,312435,,,,
,,,,,,,,,,,,,,312477,,,,
,,,,,,,,,,,,,,312561,,,,
,,,,,,,,,,,,,,312612,,,,
,,,,,,,,,,,,,,312741,,,,
,,,,,,,,,,,,,,312858,,,,
,,,,,,,,,,,,,,312884,,,,
,,,,,,,,,,,,,,312886,,,,
,,,,,,,,,,,,,,312899,,,,
,,,,,,,,,,,,,,312967,,,,
,,,,,,,,,,,,,,312972,,,,
,,,,,,,,,,,,,,313030,,,,
,,,,,,,,,,,,,,313150,,,,
,,,,,,,,,,,,,,313151,,,,
,,,,,,,,,,,,,,313197,,,,
,,,,,,,,,,,,,,313252,,,,
,,,,,,,,,,,,,,313274,,,,
,,,,,,,,,,,,,,313294,,,,
,,,,,,,,,,,,,,313420,,,,
,,,,,,,,,,,,,,313448,,,,
,,,,,,,,,,,,,,313462,,,,
,,,,,,,,,,,,,,313466,,,,
,,,,,,,,,,,,,,313500,,,,
,,,,,,,,,,,,,,313554,,,,
,,,,,,,,,,,,,,313558,,,,
,,,,,,,,,,,,,,313586,,,,
,,,,,,,,,,,,,,313651,,,,
,,,,,,,,,,,,,,313750,,,,
,,,,,,,,,,,,,,313882,,,,
,,,,,,,,,,,,,,313963,,,,
,,,,,,,,,,,,,,314000,,,,
,,,,,,,,,,,,,,314048,,,,
,,,,,,,,,,,,,,314151,,,,
,,,,,,,,,,,,,,314171,,,,
,,,,,,,,,,,,,,314221,,,,
,,,,,,,,,,,,,,314280,,,,
,,,,,,,,,,,,,,314301,,,,
,,,,,,,,,,,,,,314309,,,,
,,,,,,,,,,,,,,314358,,,,
,,,,,,,,,,,,,,314370,,,,
,,,,,,,,,,,,,,314488,,,,
,,,,,,,,,,,,,,314576,,,,
,,,,,,,,,,,,,,314657,,,,
,,,,,,,,,,,,,,314755,,,,
,,,,,,,,,,,,,,314848,,,,
,,,,,,,,,,,,,,314862,,,,
,,,,,,,,,,,,,,314870,,,,
,,,,,,,,,,,,,,314917,,,,
,,,,,,,,,,,,,,314976,,,,
,,,,,,,,,,,,,,315007,,,,
,,,,,,,,,,,,,,315039,,,,
,,,,,,,,,,,,,,315085,,,,
,,,,,,,,,,,,,,315118,,,,
,,,,,,,,,,,,,,315239,,,,
,,,,,,,,,,,,,,315308,,,,
,,,,,,,,,,,,,,315324,,,,
,,,,,,,,,,,,,,315339,,,,
,,,,,,,,,,,,,,315351,,,,
,,,,,,,,,,,,,,315381,,,,
,,,,,,,,,,,,,,315468,,,,
,,,,,,,,,,,,,,315482,,,,
,,,,,,,,,,,,,,315534,,,,
,,,,,,,,,,,,,,315608,,,,
,,,,,,,,,,,,,,315772,,,,
,,,,,,,,,,,,,,315926,,,,
,,,,,,,,,,,,,,316000,,,,
,,,,,,,,,,,,,,316006,,,,
,,,,,,,,,,,,,,316092,,,,
,,,,,,,,,,,,,,316100,,,,
,,,,,,,,,,,,,,316117,,,,
,,,,,,,,,,,,,,316125,,,,
,,,,,,,,,,,,,,316129,,,,
,,,,,,,,,,,,,,316136,,,,
,,,,,,,,,,,,,,316229,,,,
,,,,,,,,,,,,,,316265,,,,
,,,,,,,,,,,,,,316331,,,,
,,,,,,,,,,,,,,316358,,,,
,,,,,,,,,,,,,,316389,,,,
,,,,,,,,,,,,,,316412,,,,
,,,,,,,,,,,,,,316521,,,,
,,,,,,,,,,,,,,316532,,,,
,,,,,,,,,,,,,,316536,,,,
,,,,,,,,,,,,,,316571,,,,
,,,,,,,,,,,,,,316624,,,,
,,,,,,,,,,,,,,316733,,,,
,,,,,,,,,,,,,,316743,,,,
,,,,,,,,,,,,,,316824,,,,
,,,,,,,,,,,,,,317025,,,,
,,,,,,,,,,,,,,317268,,,,
,,,,,,,,,,,,,,317446,,,,
,,,,,,,,,,,,,,317669,,,,
,,,,,,,,,,,,,,317745,,,,
,,,,,,,,,,,,,,317750,,,,
,,,,,,,,,,,,,,318010,,,,
,,,,,,,,,,,,,,318046,,,,
,,,,,,,,,,,,,,318199,,,,
,,,,,,,,,,,,,,318205,,,,
,,,,,,,,,,,,,,318361,,,,
,,,,,,,,,,,,,,318439,,,,
,,,,,,,,,,,,,,318500,,,,
,,,,,,,,,,,,,,318587,,,,
,,,,,,,,,,,,,,318593,,,,
,,,,,,,,,,,,,,318595,,,,
,,,,,,,,,,,,,,318618,,,,
,,,,,,,,,,,,,,318656,,,,
,,,,,,,,,,,,,,318772,,,,
,,,,,,,,,,,,,,318789,,,,
,,,,,,,,,,,,,,319024,,,,
,,,,,,,,,,,,,,319033,,,,
,,,,,,,,,,,,,,319179,,,,
,,,,,,,,,,,,,,319232,,,,
,,,,,,,,,,,,,,319262,,,,
,,,,,,,,,,,,,,319272,,,,
,,,,,,,,,,,,,,319290,,,,
,,,,,,,,,,,,,,319310,,,,
,,,,,,,,,,,,,,319317,,,,
,,,,,,,,,,,,,,319326,,,,
,,,,,,,,,,,,,,319350,,,,
,,,,,,,,,,,,,,319392,,,,
,,,,,,,,,,,,,,319417,,,,
,,,,,,,,,,,,,,319425,,,,
,,,,,,,,,,,,,,319453,,,,
,,,,,,,,,,,,,,319468,,,,
,,,,,,,,,,,,,,319500,,,,
,,,,,,,,,,,,,,319517,,,,
,,,,,,,,,,,,,,319529,,,,
,,,,,,,,,,,,,,319541,,,,
,,,,,,,,,,,,,,319605,,,,
,,,,,,,,,,,,,,319685,,,,
,,,,,,,,,,,,,,319710,,,,
,,,,,,,,,,,,,,319723,,,,
,,,,,,,,,,,,,,319740,,,,
,,,,,,,,,,,,,,319760,,,,
,,,,,,,,,,,,,,319843,,,,
,,,,,,,,,,,,,,319867,,,,
,,,,,,,,,,,,,,319876,,,,
,,,,,,,,,,,,,,320000,,,,
,,,,,,,,,,,,,,320029,,,,
,,,,,,,,,,,,,,320051,,,,
,,,,,,,,,,,,,,320064,,,,
,,,,,,,,,,,,,,320074,,,,
,,,,,,,,,,,,,,320109,,,,
,,,,,,,,,,,,,,320119,,,,
,,,,,,,,,,,,,,320179,,,,
,,,,,,,,,,,,,,320210,,,,
,,,,,,,,,,,,,,320309,,,,
,,,,,,,,,,,,,,320317,,,,
,,,,,,,,,,,,,,320387,,,,
,,,,,,,,,,,,,,320459,,,,
,,,,,,,,,,,,,,320611,,,,
,,,,,,,,,,,,,,320716,,,,
,,,,,,,,,,,,,,320768,,,,
,,,,,,,,,,,,,,320787,,,,
,,,,,,,,,,,,,,320793,,,,
,,,,,,,,,,,,,,320812,,,,
,,,,,,,,,,,,,,320971,,,,
,,,,,,,,,,,,,,321092,,,,
,,,,,,,,,,,,,,321133,,,,
,,,,,,,,,,,,,,321323,,,,
,,,,,,,,,,,,,,321351,,,,
,,,,,,,,,,,,,,321383,,,,
,,,,,,,,,,,,,,321385,,,,
,,,,,,,,,,,,,,321425,,,,
,,,,,,,,,,,,,,321484,,,,
,,,,,,,,,,,,,,321495,,,,
,,,,,,,,,,,,,,321546,,,,
,,,,,,,,,,,,,,321590,,,,
,,,,,,,,,,,,,,321677,,,,
,,,,,,,,,,,,,,321712,,,,
,,,,,,,,,,,,,,321731,,,,
,,,,,,,,,,,,,,321745,,,,
,,,,,,,,,,,,,,321869,,,,
,,,,,,,,,,,,,,321897,,,,
,,,,,,,,,,,,,,321913,,,,
,,,,,,,,,,,,,,321922,,,,
,,,,,,,,,,,,,,321939,,,,
,,,,,,,,,,,,,,321955,,,,
,,,,,,,,,,,,,,321982,,,,
,,,,,,,,,,,,,,321997,,,,
,,,,,,,,,,,,,,322132,,,,
,,,,,,,,,,,,,,322144,,,,
,,,,,,,,,,,,,,322205,,,,
,,,,,,,,,,,,,,322210,,,,
,,,,,,,,,,,,,,322260,,,,
,,,,,,,,,,,,,,322297,,,,
,,,,,,,,,,,,,,322310,,,,
,,,,,,,,,,,,,,322451,,,,
,,,,,,,,,,,,,,322479,,,,
,,,,,,,,,,,,,,322485,,,,
,,,,,,,,,,,,,,322532,,,,
,,,,,,,,,,,,,,322666,,,,
,,,,,,,,,,,,,,322855,,,,
,,,,,,,,,,,,,,322859,,,,
,,,,,,,,,,,,,,322930,,,,
,,,,,,,,,,,,,,322937,,,,
,,,,,,,,,,,,,,323028,,,,
,,,,,,,,,,,,,,323192,,,,
,,,,,,,,,,,,,,323247,,,,
,,,,,,,,,,,,,,323357,,,,
,,,,,,,,,,,,,,323500,,,,
,,,,,,,,,,,,,,323550,,,,
,,,,,,,,,,,,,,323558,,,,
,,,,,,,,,,,,,,323742,,,,
,,,,,,,,,,,,,,323848,,,,
,,,,,,,,,,,,,,323900,,,,
,,,,,,,,,,,,,,323933,,,,
,,,,,,,,,,,,,,324001,,,,
,,,,,,,,,,,,,,324125,,,,
,,,,,,,,,,,,,,324156,,,,
,,,,,,,,,,,,,,324167,,,,
,,,,,,,,,,,,,,324217,,,,
,,,,,,,,,,,,,,324253,,,,
,,,,,,,,,,,,,,324368,,,,
,,,,,,,,,,,,,,324424,,,,
,,,,,,,,,,,,,,324507,,,,
,,,,,,,,,,,,,,324638,,,,
,,,,,,,,,,,,,,324702,,,,
,,,,,,,,,,,,,,324706,,,,
,,,,,,,,,,,,,,324746,,,,
,,,,,,,,,,,,,,324790,,,,
,,,,,,,,,,,,,,324914,,,,
,,,,,,,,,,,,,,324921,,,,
,,,,,,,,,,,,,,324942,,,,
,,,,,,,,,,,,,,325000,,,,
,,,,,,,,,,,,,,325053,,,,
,,,,,,,,,,,,,,325093,,,,
,,,,,,,,,,,,,,325172,,,,
,,,,,,,,,,,,,,325175,,,,
,,,,,,,,,,,,,,325323,,,,
,,,,,,,,,,,,,,325389,,,,
,,,,,,,,,,,,,,325455,,,,
,,,,,,,,,,,,,,325496,,,,
,,,,,,,,,,,,,,325500,,,,
,,,,,,,,,,,,,,325534,,,,
,,,,,,,,,,,,,,325730,,,,
,,,,,,,,,,,,,,325738,,,,
,,,,,,,,,,,,,,325856,,,,
,,,,,,,,,,,,,,325892,,,,
,,,,,,,,,,,,,,325903,,,,
,,,,,,,,,,,,,,326008,,,,
,,,,,,,,,,,,,,326075,,,,
,,,,,,,,,,,,,,326107,,,,
,,,,,,,,,,,,,,326196,,,,
,,,,,,,,,,,,,,326264,,,,
,,,,,,,,,,,,,,326400,,,,
,,,,,,,,,,,,,,326406,,,,
,,,,,,,,,,,,,,326452,,,,
,,,,,,,,,,,,,,326512,,,,
,,,,,,,,,,,,,,326770,,,,
,,,,,,,,,,,,,,326802,,,,
,,,,,,,,,,,,,,326899,,,,
,,,,,,,,,,,,,,327037,,,,
,,,,,,,,,,,,,,327062,,,,
,,,,,,,,,,,,,,327140,,,,
,,,,,,,,,,,,,,327220,,,,
,,,,,,,,,,,,,,327262,,,,
,,,,,,,,,,,,,,327312,,,,
,,,,,,,,,,,,,,327402,,,,
,,,,,,,,,,,,,,327419,,,,
,,,,,,,,,,,,,,327453,,,,
,,,,,,,,,,,,,,327515,,,,
,,,,,,,,,,,,,,327543,,,,
,,,,,,,,,,,,,,327592,,,,
,,,,,,,,,,,,,,327802,,,,
,,,,,,,,,,,,,,327830,,,,
,,,,,,,,,,,,,,327880,,,,
,,,,,,,,,,,,,,328000,,,,
,,,,,,,,,,,,,,328016,,,,
,,,,,,,,,,,,,,328021,,,,
,,,,,,,,,,,,,,328023,,,,
,,,,,,,,,,,,,,328150,,,,
,,,,,,,,,,,,,,328274,,,,
,,,,,,,,,,,,,,328428,,,,
,,,,,,,,,,,,,,328437,,,,
,,,,,,,,,,,,,,328662,,,,
,,,,,,,,,,,,,,328781,,,,
,,,,,,,,,,,,,,328822,,,,
,,,,,,,,,,,,,,328874,,,,
,,,,,,,,,,,,,,328910,,,,
,,,,,,,,,,,,,,328933,,,,
,,,,,,,,,,,,,,329028,,,,
,,,,,,,,,,,,,,329111,,,,
